Checking_Account_Status,Duration,Credit_History,Purpose,Credit_Amount,Savings_Account,Employment_Duration,Installment_Rate,Personal_Status_Sex,Other_Debtors,Residence_Duration,Property,Age,Other_Installment_Plans,Housing,Existing_Credits,Job,Num_Dependents,Telephone,Foreign_Worker,Target
0-200_DM,12,Existing_credits_paid,Radio/Television,1103,<_100_DM,4-7_years,4,Male:_single,Guarantor,3,Real_estate,29,NoNe,Own,2,Skilled_employee,1,NoNe,No,0
No_checking_account,12,Critical_account,Car_(new),926,<_100_DM,Unemployed,1,Female:_divorced/separated/married,NoNe,2,Building_society_savings,38,NoNe,Own,1,Unemployed/Unskilled,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Radio/Television,1800,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,24,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,15,Existing_credits_paid,Education,1905,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,40,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Furniture/Equipment,1123,500-1000_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,29,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,1
<_0_DM,48,Critical_account,Car_(used),6331,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,46,NoNe,For_free,2,Skilled_employee,1,Yes,Yes,1
>=_200_DM,24,Existing_credits_paid,Radio/Television,1377,100-500_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,2,Unknown/None,47,NoNe,For_free,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,30,Delay_in_past,Business,2503,100-500_DM,>=_7_years,4,Male:_single,NoNe,2,Building_society_savings,41,Stores,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,27,Existing_credits_paid,Business,2528,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Building_society_savings,32,NoNe,Own,1,Skilled_employee,2,Yes,Yes,0
No_checking_account,15,Existing_credits_paid,Car_(new),5324,500-1000_DM,>=_7_years,1,Female:_divorced/separated/married,NoNe,4,Unknown/None,35,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,48,Existing_credits_paid,Car_(new),6560,100-500_DM,4-7_years,3,Male:_single,NoNe,2,Building_society_savings,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,12,No_credits_/__all_paid,Furniture/Equipment,2969,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,3,Building_society_savings,25,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,9,Existing_credits_paid,Radio/Television,1206,<_100_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,25,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,9,Existing_credits_paid,Radio/Television,2118,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,37,NoNe,Own,1,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,18,Critical_account,Radio/Television,629,500-1000_DM,>=_7_years,4,Male:_single,NoNe,3,Building_society_savings,32,Bank,Own,2,Management/Self-employed,1,Yes,Yes,0
<_0_DM,6,All_credits_paid_at_bank,Education,1198,<_100_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Unknown/None,35,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,21,Existing_credits_paid,Car_(used),2476,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Real_estate,46,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,9,Critical_account,Radio/Television,1138,<_100_DM,1-4_years,4,Male:_single,NoNe,4,Real_estate,25,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,60,Existing_credits_paid,Car_(new),14027,<_100_DM,4-7_years,4,Male:_single,NoNe,2,Unknown/None,27,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,30,Critical_account,Car_(used),7596,Unknown/None,>=_7_years,1,Male:_single,NoNe,4,Car_or_other,63,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,30,Critical_account,Radio/Television,3077,Unknown/None,>=_7_years,3,Male:_single,NoNe,2,Car_or_other,40,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
No_checking_account,18,Existing_credits_paid,Radio/Television,1505,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Unknown/None,32,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
>=_200_DM,24,Critical_account,Radio/Television,3148,Unknown/None,1-4_years,3,Male:_single,NoNe,2,Car_or_other,31,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,20,No_credits_/__all_paid,Car_(used),6148,100-500_DM,>=_7_years,3,Male:_married/widowed,NoNe,4,Car_or_other,31,Bank,Own,2,Skilled_employee,1,Yes,Yes,0
>=_200_DM,9,No_credits_/__all_paid,Radio/Television,1337,<_100_DM,<_1_year,4,Male:_single,NoNe,2,Car_or_other,34,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,1
0-200_DM,6,All_credits_paid_at_bank,Education,433,>=_1000_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,2,Building_society_savings,24,Bank,Rent,1,Skilled_employee,2,NoNe,Yes,1
<_0_DM,12,Existing_credits_paid,Car_(new),1228,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Real_estate,24,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
0-200_DM,9,Existing_credits_paid,Radio/Television,790,500-1000_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,3,Real_estate,66,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,27,Existing_credits_paid,Car_(new),2570,<_100_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,3,Real_estate,21,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,6,Critical_account,Car_(new),250,>=_1000_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Real_estate,41,Bank,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,15,Critical_account,Radio/Television,1316,500-1000_DM,1-4_years,2,Male:_married/widowed,NoNe,2,Building_society_savings,47,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Radio/Television,1882,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,25,Bank,Rent,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,48,All_credits_paid_at_bank,Business,6416,<_100_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,3,Unknown/None,59,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
>=_200_DM,24,Critical_account,Business,1275,>=_1000_DM,1-4_years,2,Male:_divorced/separated,NoNe,4,Real_estate,36,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,24,Delay_in_past,Radio/Television,6403,<_100_DM,<_1_year,1,Male:_single,NoNe,2,Car_or_other,33,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Radio/Television,1987,<_100_DM,1-4_years,2,Male:_single,NoNe,4,Real_estate,21,NoNe,Rent,1,Unskilled_-_resident,2,NoNe,Yes,1
0-200_DM,8,Existing_credits_paid,Radio/Television,760,<_100_DM,4-7_years,4,Female:_divorced/separated/married,Guarantor,2,Real_estate,44,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Car_(used),2603,>=_1000_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,28,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,4,Critical_account,Car_(new),3380,<_100_DM,4-7_years,1,Female:_divorced/separated/married,NoNe,1,Real_estate,37,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
0-200_DM,36,All_credits_paid_at_bank,Domestic_appliances,3990,Unknown/None,<_1_year,3,Female:_divorced/separated/married,NoNe,2,Unknown/None,29,Bank,Own,1,Unemployed/Unskilled,1,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Car_(used),11560,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,23,NoNe,Rent,2,Management/Self-employed,1,NoNe,Yes,1
<_0_DM,18,Existing_credits_paid,Car_(new),4380,100-500_DM,1-4_years,3,Male:_single,NoNe,4,Car_or_other,35,NoNe,Own,1,Unskilled_-_resident,2,Yes,Yes,0
No_checking_account,6,Critical_account,Car_(new),6761,<_100_DM,4-7_years,1,Male:_single,NoNe,3,Unknown/None,45,NoNe,Own,2,Management/Self-employed,2,Yes,Yes,0
0-200_DM,30,No_credits_/__all_paid,Business,4280,100-500_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,26,NoNe,Rent,2,Unskilled_-_resident,1,NoNe,Yes,1
<_0_DM,24,All_credits_paid_at_bank,Car_(new),2325,100-500_DM,4-7_years,2,Male:_single,NoNe,3,Car_or_other,32,Bank,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,10,All_credits_paid_at_bank,Radio/Television,1048,<_100_DM,1-4_years,4,Male:_single,NoNe,4,Real_estate,23,Stores,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,21,Existing_credits_paid,Radio/Television,3160,Unknown/None,>=_7_years,4,Male:_single,NoNe,3,Building_society_savings,41,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,24,All_credits_paid_at_bank,Furniture/Equipment,2483,500-1000_DM,1-4_years,4,Male:_single,NoNe,4,Real_estate,22,Stores,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,39,Critical_account,Furniture/Equipment,14179,Unknown/None,4-7_years,4,Male:_single,NoNe,4,Building_society_savings,30,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,0
<_0_DM,13,Critical_account,Business,1797,<_100_DM,<_1_year,3,Male:_single,NoNe,1,Building_society_savings,28,Bank,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,15,Existing_credits_paid,Car_(new),2511,<_100_DM,Unemployed,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,23,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(new),1274,<_100_DM,<_1_year,3,Female:_divorced/separated/married,NoNe,1,Real_estate,37,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,21,Existing_credits_paid,Car_(used),5248,Unknown/None,1-4_years,1,Male:_single,NoNe,3,Car_or_other,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,15,Existing_credits_paid,Car_(used),3029,<_100_DM,4-7_years,2,Male:_single,NoNe,2,Car_or_other,33,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,6,Existing_credits_paid,Furniture/Equipment,428,<_100_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,1,Building_society_savings,49,Bank,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,18,Existing_credits_paid,Car_(new),976,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,2,Car_or_other,23,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
0-200_DM,12,Existing_credits_paid,Business,841,100-500_DM,4-7_years,2,Female:_divorced/separated/married,NoNe,4,Real_estate,23,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,30,Critical_account,Radio/Television,5771,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,25,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,Delay_in_past,Repairs,1555,>=_1000_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,55,NoNe,For_free,2,Skilled_employee,2,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Car_(new),1285,Unknown/None,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Unknown/None,32,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
>=_200_DM,6,Critical_account,Car_(new),1299,<_100_DM,1-4_years,1,Male:_single,NoNe,1,Real_estate,74,NoNe,Own,3,Unemployed/Unskilled,2,NoNe,No,0
>=_200_DM,15,Critical_account,Radio/Television,1271,Unknown/None,1-4_years,3,Male:_single,NoNe,4,Unknown/None,39,NoNe,For_free,2,Skilled_employee,1,Yes,Yes,1
No_checking_account,24,Existing_credits_paid,Car_(new),1393,<_100_DM,1-4_years,2,Male:_single,Guarantor,2,Real_estate,31,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,12,Critical_account,Car_(new),691,<_100_DM,>=_7_years,4,Male:_single,NoNe,3,Building_society_savings,35,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,15,Critical_account,Car_(new),5045,Unknown/None,>=_7_years,1,Female:_divorced/separated/married,NoNe,4,Car_or_other,59,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,18,Critical_account,Furniture/Equipment,2124,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,24,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,1
<_0_DM,12,Existing_credits_paid,Radio/Television,2214,<_100_DM,1-4_years,4,Male:_single,NoNe,3,Building_society_savings,24,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,21,Critical_account,Car_(new),12680,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,30,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,24,Critical_account,Car_(new),2463,100-500_DM,4-7_years,4,Male:_married/widowed,NoNe,3,Building_society_savings,27,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Radio/Television,1155,<_100_DM,>=_7_years,3,Male:_married/widowed,Guarantor,3,Real_estate,40,Bank,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,30,Existing_credits_paid,Furniture/Equipment,3108,<_100_DM,<_1_year,2,Male:_divorced/separated,NoNe,4,Building_society_savings,31,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,10,Existing_credits_paid,Car_(used),2901,Unknown/None,<_1_year,1,Female:_divorced/separated/married,NoNe,4,Real_estate,31,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Critical_account,Furniture/Equipment,3617,<_100_DM,>=_7_years,1,Male:_single,NoNe,4,Car_or_other,28,NoNe,Rent,3,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Critical_account,Radio/Television,1655,<_100_DM,>=_7_years,2,Male:_single,NoNe,4,Real_estate,63,NoNe,Own,2,Unskilled_-_resident,1,Yes,Yes,0
<_0_DM,24,Existing_credits_paid,Car_(used),2812,Unknown/None,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Real_estate,26,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,36,Critical_account,Education,8065,<_100_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,2,Unknown/None,25,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,1
No_checking_account,21,Critical_account,Car_(used),3275,<_100_DM,>=_7_years,1,Male:_single,NoNe,4,Car_or_other,36,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,24,Critical_account,Radio/Television,2223,100-500_DM,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,52,Bank,Own,2,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,12,Critical_account,Car_(new),1480,500-1000_DM,Unemployed,2,Male:_single,NoNe,4,Unknown/None,66,Bank,For_free,3,Unemployed/Unskilled,1,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Car_(new),1371,Unknown/None,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,25,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,36,Critical_account,Car_(new),3535,<_100_DM,4-7_years,4,Male:_single,NoNe,4,Car_or_other,37,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,18,Existing_credits_paid,Radio/Television,3509,<_100_DM,4-7_years,4,Female:_divorced/separated/married,Guarantor,1,Real_estate,25,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,36,Critical_account,Car_(used),5711,>=_1000_DM,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,38,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,0
0-200_DM,18,Existing_credits_paid,Repairs,3872,<_100_DM,Unemployed,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,67,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,39,Critical_account,Radio/Television,4933,<_100_DM,4-7_years,2,Male:_single,Guarantor,2,Real_estate,25,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,24,Critical_account,Car_(new),1940,>=_1000_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,60,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,12,No_credits_/__all_paid,Retraining,1410,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,31,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Car_(new),836,100-500_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,2,Building_society_savings,23,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
0-200_DM,20,Existing_credits_paid,Car_(used),6468,Unknown/None,Unemployed,1,Male:_divorced/separated,NoNe,4,Real_estate,60,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,18,Existing_credits_paid,Business,1941,>=_1000_DM,1-4_years,4,Male:_single,NoNe,2,Building_society_savings,35,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,0
No_checking_account,22,Existing_credits_paid,Radio/Television,2675,500-1000_DM,>=_7_years,3,Male:_single,NoNe,4,Car_or_other,40,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,48,Critical_account,Car_(used),2751,Unknown/None,>=_7_years,4,Male:_single,NoNe,3,Car_or_other,38,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
0-200_DM,48,Delay_in_past,Education,6224,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,50,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,40,Critical_account,Education,5998,<_100_DM,1-4_years,4,Male:_single,NoNe,3,Unknown/None,27,Bank,Own,1,Skilled_employee,1,Yes,Yes,1
0-200_DM,21,Existing_credits_paid,Business,1188,<_100_DM,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,39,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,1
No_checking_account,24,Existing_credits_paid,Car_(used),6313,Unknown/None,>=_7_years,3,Male:_single,NoNe,4,Car_or_other,41,NoNe,Own,1,Management/Self-employed,2,Yes,Yes,0
No_checking_account,6,Critical_account,Furniture/Equipment,1221,Unknown/None,1-4_years,1,Male:_married/widowed,NoNe,2,Building_society_savings,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,24,Existing_credits_paid,Furniture/Equipment,2892,<_100_DM,>=_7_years,3,Male:_divorced/separated,NoNe,4,Unknown/None,51,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Furniture/Equipment,3062,500-1000_DM,>=_7_years,4,Male:_single,NoNe,3,Unknown/None,32,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,9,Existing_credits_paid,Furniture/Equipment,2301,100-500_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,22,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Car_(used),7511,Unknown/None,>=_7_years,1,Male:_single,NoNe,4,Building_society_savings,51,NoNe,For_free,1,Skilled_employee,2,Yes,Yes,1
No_checking_account,12,Critical_account,Furniture/Equipment,1258,<_100_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,22,NoNe,Rent,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,24,Delay_in_past,Car_(new),717,Unknown/None,>=_7_years,4,Male:_married/widowed,NoNe,4,Car_or_other,54,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,9,Existing_credits_paid,Car_(new),1549,Unknown/None,<_1_year,4,Male:_single,NoNe,2,Real_estate,35,NoNe,Own,1,Unemployed/Unskilled,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Education,1597,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,54,NoNe,For_free,2,Skilled_employee,2,NoNe,Yes,0
0-200_DM,18,Critical_account,Radio/Television,1795,<_100_DM,>=_7_years,3,Female:_divorced/separated/married,Guarantor,4,Real_estate,48,Bank,Rent,2,Unskilled_-_resident,1,Yes,Yes,0
<_0_DM,20,Critical_account,Furniture/Equipment,4272,<_100_DM,>=_7_years,1,Female:_divorced/separated/married,NoNe,4,Building_society_savings,24,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,Critical_account,Radio/Television,976,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,35,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Car_(new),7472,Unknown/None,Unemployed,1,Female:_divorced/separated/married,NoNe,2,Real_estate,24,NoNe,Rent,1,Unemployed/Unskilled,1,NoNe,Yes,0
<_0_DM,36,Existing_credits_paid,Car_(new),9271,<_100_DM,4-7_years,2,Male:_single,NoNe,1,Car_or_other,24,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
0-200_DM,6,Existing_credits_paid,Radio/Television,590,<_100_DM,<_1_year,3,Male:_married/widowed,NoNe,3,Real_estate,26,NoNe,Own,1,Unskilled_-_resident,1,NoNe,No,0
No_checking_account,12,Critical_account,Radio/Television,930,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Real_estate,65,NoNe,Own,4,Skilled_employee,1,NoNe,Yes,0
0-200_DM,42,All_credits_paid_at_bank,Car_(used),9283,<_100_DM,Unemployed,1,Male:_single,NoNe,2,Unknown/None,55,Bank,For_free,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,15,No_credits_/__all_paid,Car_(new),1778,<_100_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,1,Real_estate,26,NoNe,Rent,2,Unemployed/Unskilled,1,NoNe,Yes,1
0-200_DM,8,Existing_credits_paid,Business,907,<_100_DM,<_1_year,3,Male:_married/widowed,NoNe,2,Real_estate,26,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,6,Existing_credits_paid,Radio/Television,484,<_100_DM,4-7_years,3,Male:_married/widowed,Guarantor,3,Real_estate,28,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,36,Critical_account,Car_(used),9629,<_100_DM,4-7_years,4,Male:_single,NoNe,4,Car_or_other,24,NoNe,Own,2,Skilled_employee,1,Yes,Yes,1
<_0_DM,48,Existing_credits_paid,Domestic_appliances,3051,<_100_DM,1-4_years,3,Male:_single,NoNe,4,Car_or_other,54,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,48,Existing_credits_paid,Car_(new),3931,<_100_DM,4-7_years,4,Male:_single,NoNe,4,Unknown/None,46,NoNe,For_free,1,Skilled_employee,2,NoNe,Yes,1
0-200_DM,36,Delay_in_past,Car_(new),7432,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Building_society_savings,54,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,6,Existing_credits_paid,Domestic_appliances,1338,500-1000_DM,1-4_years,1,Male:_divorced/separated,NoNe,4,Real_estate,62,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,6,Critical_account,Radio/Television,1554,<_100_DM,4-7_years,1,Female:_divorced/separated/married,NoNe,2,Car_or_other,24,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,36,Existing_credits_paid,Others,15857,<_100_DM,Unemployed,2,Male:_divorced/separated,Co-applicant,3,Car_or_other,43,NoNe,Own,1,Management/Self-employed,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Radio/Television,1345,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,3,Real_estate,26,Bank,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,12,Existing_credits_paid,Car_(new),1101,<_100_DM,1-4_years,3,Male:_married/widowed,NoNe,2,Real_estate,27,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
>=_200_DM,12,Existing_credits_paid,Radio/Television,3016,<_100_DM,1-4_years,3,Male:_married/widowed,NoNe,1,Car_or_other,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,36,Existing_credits_paid,Furniture/Equipment,2712,<_100_DM,>=_7_years,2,Male:_single,NoNe,2,Building_society_savings,41,Bank,Own,1,Skilled_employee,2,NoNe,Yes,1
<_0_DM,8,Critical_account,Car_(new),731,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,47,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Furniture/Equipment,3780,<_100_DM,<_1_year,3,Male:_divorced/separated,NoNe,2,Car_or_other,35,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,0
<_0_DM,21,Critical_account,Car_(new),1602,<_100_DM,>=_7_years,4,Male:_married/widowed,NoNe,3,Car_or_other,30,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,18,Critical_account,Car_(new),3966,<_100_DM,>=_7_years,1,Female:_divorced/separated/married,NoNe,4,Real_estate,33,Bank,Rent,3,Skilled_employee,1,Yes,Yes,1
No_checking_account,18,No_credits_/__all_paid,Business,4165,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Car_or_other,36,Stores,Own,2,Skilled_employee,2,NoNe,Yes,1
<_0_DM,36,Existing_credits_paid,Car_(used),8335,Unknown/None,>=_7_years,3,Male:_single,NoNe,4,Unknown/None,47,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,48,Delay_in_past,Business,6681,Unknown/None,1-4_years,4,Male:_single,NoNe,4,Unknown/None,38,NoNe,For_free,1,Skilled_employee,2,Yes,Yes,0
No_checking_account,24,Delay_in_past,Business,2375,500-1000_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,44,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
<_0_DM,18,Existing_credits_paid,Car_(new),1216,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,3,Car_or_other,23,NoNe,Rent,1,Skilled_employee,1,Yes,Yes,1
<_0_DM,45,No_credits_/__all_paid,Business,11816,<_100_DM,>=_7_years,2,Male:_single,NoNe,4,Car_or_other,29,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,24,Existing_credits_paid,Radio/Television,5084,Unknown/None,>=_7_years,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,42,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
>=_200_DM,15,Existing_credits_paid,Radio/Television,2327,<_100_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,3,Real_estate,25,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
